business_name,contact_page_url,main_public_phone,general_public_email
Abstract Painting,,250-801-5097,
Accent Countertops,https://www.accentcountertops.ca/contact-us/,(250) 542-4845,
Accent Property Management,https://www.bcfsa.ca/,(250) 542-1533,
Accentz Dance Studio,https://accentz.ca/contact,(250) 542-4324,
Accurate Concrete Ltd,https://www.accurateconcrete.ca/contact/,250 503 7926,
Accutech - Your RV Doctor,https://yourrvdoctor.com/contact-us/,1-250-540-7837,
Ace Building Centre,,1-250-547-2121,
Ace Hardware,https://www.acehardware.com/customer-service?page=contact-us,18888274223,
Ace Janitor Service Ltd,,250-545-0050,
Ace Mechanical,https://acemechanical.ca/contact.html,250-549-3849,
Ace Of Maids Cleaning,,250-303-1636,
Ace Roofing,,250-558-7223,
Acera Insurance,https://acera.ca/contact/,18006701877,
Aclear Appraisal Ltd.,,(778) 760-3360,
Active Beginnings Childcare,,250-306-3958,
Active Vernon Massage,,778-932-2090,
Acton Bespoke Counselling,https://actonbespokecounselling.ca/contact,(250) 550-1847,
AcuTruss Industries Ltd.,https://www.acutruss.com/contact,(250) 545-3215,
Adamson Chiropactic and Naturopathic Clinic,,250-938-1040,
ADC Developments INC,https://www.adcdevelopments.com/contact,250-260-8003,
Added Touch Photography,,250-309-0966,
Advanced Blind Cleaning & Sales,,250 540 2401,
Adventures Academy Child Care Centre,,250-558-7737,
Aesthetic Dental,,(250) 558-9889,
Aesthetics By Jessica Shikara,https://m.vk.com/contact,306 375 7013,
Affordable Auto,,(250) 542-1989,
Affordable Auto Repairs,,250-542-4061,
AFJ Construction Company,,250-470-9998,
Ag Consulting,,250 546 2712,
Agile BK,https://agilebk.com/,(778) 262-2542,
Agri-Trans Services,https://agri-trans.ca/contact/,250 546 8898,
Agrigem Equipment Sales,,250 938 0076,
Aim Road Maintenance,https://aim-roads.ca/contact-previous/,1 866 222 4204,
Air Tech Heating & S/M,,250-542-7255,
Aj Eathorne - Coldwell Banker Four Seasons Real Estate,,250-306-9702,
AJ Professional Cleaning Service,,250-308-8869,
AJ's Pets and Things,https://www.ajspets.com/contact,(250) 549-3222,
Alexander's Beach Pub,,250-545-3131,
Alexis Danielsen Graphic Design,https://www.alexisdanielsen.com/,250 351 7363,
Align Jewellery,https://www.alignjewellery.com/,780-914-6682,
"Alison Coolican BSc, RMT",https://alisoncoolican.com/contact/,(604) 520-3660,
Alix Kathy Royal LePage,https://www.royallepage.ca/en/contact-us,250-852-1735,
All Spark Electrical Inc,https://allsparkelectricinc.com/contact-us/,+1720-839-5318,
Allcare Chiropractic and Laser,https://www.allcarechirolaser.com/contact-us/,(250) 542-2386,
Allen's Antiques,,250 558 7614,
Alley Auto Works,,250-545-4144,
Alliance Realty,https://www.northokanaganhomesearcher.com/,250-542-7929,
Allura Photography,,250-546-2812,
Allure Lash Boutique,https://www.chiclashboutique.com/contact/,250-808-7886,
Aloha Coin Wash and Dry Cleaning,,(250) 545-8022,
Alpine Civil Engineering Consultants,,(250) 980-3728,
Alpine Holistic Health Clinic,https://medimap.ca/contact-us,7789923555,
Altech Auto (Vernon) Inc,https://www.altechauto.net/contact-us,250-558-5858,
Altitude Carpentry,https://www.altitudecarpentry.ca/,250-351-5932,
Alys Bookkeeping,https://www.aschamber.com/contact-us.html,778 363 4018,
Amanda Skeen Chiropractor,https://www.drskeenchiro.com/contact-us,250-241-7141,
Amani Travel Health Clinic,https://amanitravelclinic.ca/,(778) 692-1993,
Amarin Thai Restaurant,https://amarinthairestaurant.com/contact/,(250) 542-9300,
Amazing Massage Spa,https://amazingmassagespa.doersmarketing.com/,236-514-3966,
Amber Lee Real Estate Services,https://amber-lee.ca/contact,250-306-2706,
Amigo Chicken & Mexican Restaurant,,(236) 426-2020,
Amrize Canada Inc.,https://mineconnect.com/contact/,(250) 545-7238,
Anderson Bobbie Lla,https://www.eliteprospects.com/contact-us,250-547-9897,
Andre's Electronic Experts,,(250) 542-3000,
Andrea Marie Esthetics,https://andreamarieesthetics.com/contact,250-826-2903,
Andrew Koppejan,,7785062277,
Andrew Koppejan Physiotherapy (Vernon),https://bodysolvephysio.com/contact/,778-699-2391,
Andy's Sheet Metal,https://airtechmechanical.ca/contact-us/,250 540 7465,
"Angela Caruth, Rmt",,604-220-0339,
Angie's His & Hers Salon (former business),https://www.businessinsider.com/contact,2505421359,
Angry Otter Liquor @ Monashees,https://www.angryotterliquor.crs/rw/!ut/p/z0/04_Sj9CPykssy0xPLMnMz0vMAfIjo8zijTxcTAwNLYx8DIx9jQ0CnY1DzEL9HcMMncz0vfSjgAoMcABHA5AJRkW-zr7p-lEFiSUZupl5afn6Ecn5eSWJySX6BdlRkQC836Tv/,(250) 545-5800,
"Anita Markson, Rmt",,250-308-0815,
Annata Earth,https://www.ticketmaster.com.mx/,250-300-8356,
Anne C Casey Professional Services Inc,,250 838 0013,
Anne Murphy Royal LePage,https://www.royallepage.ca/en/contact-us,250-542-4443,
Another Level Automotive & Off Road Ltd,,778-475-5828,
Another World VR,https://vernon.another-world.com/contact,(236) 822-0540,
Antlers Cold Beer & Wine Store,https://lumby-bc.findstorenearme.ca/,1-250-547-2220,
Antojitos Guadalajara,https://antojitosguadalajara.ca/,(236) 873-2933,
Apex Window Cleaning & Gutter Cleaning,,250-808-1157,
Appel A G Enterprises Ltd,,250-766-3664,
Apple Auto Glass,https://www.appleautoglass.com/not-found,(250) 542-8239,
Apple Creek Family Dental,https://armstrong-bc.agencycanada.com/,250 546 9466,
Applegate Automotive,https://www.okanagan-local.ca/contact,7785814359,
Applewood Heating & Air Conditioning Ltd,,250-558-6241,
Apéro,https://aperotogo.my.canva.site/,250-241-4311,
Aqua Source Drilling Ltd.,,(250) 275-0920,
Aquatek Spa & Pool Service,,250-540-1434,
Aquavision Services Ltd,https://www.aquavisionservices.ca/contact,250-938-7050,
Arbonne Independent Consultant - Angela Adams,https://www.health.ny.gov/contact/,250-306-7317,
Arc City Fabrication Inc.,https://metaforge.app/,604-790-5313,
Archistruct Glass Ltd,https://archistructglass.com/contact/,(604) 721-0570,
Archway Society for Domestic Peace,,(250) 558-3850,
Arden Tile,https://www.ardentile.com/contact-us/,250-545-2272,
Argos Home Inspection,,(250) 938-7754,
Arjun Esso,,250 546 3772,
Armstrong & District Curling Club,https://armstrongcurlingclub.ca,250 306 8556,
Armstrong & District Fish & Game Association,https://www.adfga.ca/contact,250 546 9025,
Armstrong & Enderby Massage Clinic,https://kentclarkrmt.janeapp.com/,(250) 838-7050,
Armstrong & Enderby Massage Therapy,https://kentclarkrmt.janeapp.com/,250-546-1927,
Armstrong Antiques,,250 938 1962,
Armstrong Auto Recycling,https://www.armstrongautorecycling.ca/,250 546 3806,
Armstrong Bakery,,250 546 8283,
Armstrong Bible Chapel,https://armstrongbiblechapel.ca/,250 546 9696,
Armstrong Business Centre,,250-546-8910,
Armstrong Carpet Care,,250 550 3976,
Armstrong Chiropractic,https://www.armstrong-chiropractic.ca/,250 546 9325,
Armstrong Collision,https://qacollision.ca/contact/,250 546 3300,
Armstrong Enderby Parish,,250 546 9366,
Armstrong Enderby Riding Club,https://armstrongenderbyridingclub.ca/,778 212 5545,
Armstrong Flower & Gift Shop,https://www.armstrongflowershop.com/,250 546 8771,
Armstrong General Store,https://www.thebeerstore.ca/contact,250 546 3955,
Armstrong Inn,https://armstronginn.ca/contact-us/,250 546 3056,
Armstrong Kin Club,https://kincanada.ca/EN/Web/AboutUs/Contact-Us.aspx,250 546 6555,
Armstrong Kin Rv Park,https://www.armstrongkinrv.ca/,250 546 4041,
Armstrong Mini Storage,https://www.armstrongministorage.ca/contact-us.html,250 546 6942,
Armstrong Montessori Academy,https://armstrongpreschool.ca/contact/,250 309 2705,
Armstrong Painting & Decorating,https://armstrongdecor.com/contact-us/,250 546 8241,
Armstrong Pharmacy & Wellness Company,https://www.guardian-ida-remedysrx.ca/en/british-columbia/armstrong-station/armstrong-pharmacy-a-wellness-centre-7015036?utm_source=google&utm_medium=maps&utm_campaign=local_presence,250 546 3169,
Armstrong Physiotherapy Clinic,,250 546 2468,
Armstrong Pro I.T,https://tocg.ca/,250 517 9722,
Armstrong Regional Co-Op,https://armstrong.coop/,250 546 9486,
Armstrong Regional Cooperative,,(250) 546-9438,
Armstrong Seniors Activity Centre,,250 503 7299,
Armstrong Seventh-Day Adventist Church,https://armstrongadventist.ca/contact/,250 546 8555,
Armstrong Spallumcheen Medical Equipment Loan Cupboard,https://www.armstrongloancupboard.com/contact,778 442 5255,
Armstrong Spallumcheen Museum & Archives Society,https://armstrongspallmuseumart.com/,250 546 8318,
Armstrong Spallumcheen Parks And Recreation Commission,,250 546 9456,
Armstrong Toastmasters 2645,https://www.toastmastersclubs.org/welcome/?Aql8,250 938 9551,
"Army, Navy, & Air Force Veterans Unit #5",https://anafvetsunit5.ca/,(250) 542-3277,
Arrowhead Electric Ltd,https://arrowheadcoop.com/,250-542-5015,
Art Schmidt Optical,https://artschmidtoptical.com/contact-lenses/,(250) 545-4481,
Artisan Aura,https://www.artisan-aura.store/contact,+1 2503065289,
Artistic Hair Design,https://artisticdesignhair.com/,(250) 545-1745,
Arts Council of the North Okanagan,https://acno.ca/contact,(250) 542-6243,
Ascent Employment Law,,(236) 471-7550,
Asenna Boutique Florals,,778-581-5205,
Ashley Home Store,https://stores.ashleyhomestore.ca/,(250) 545-0535,
Asian Avenue,https://www.asianavenue.ca/contact-us,250-549-4858,
Askew's Armstrong Bakeshop,https://armstronglocal.ca/,250 546 8557,
Aslan Electrical Plumbing,http://www.aslanservicesltd.ca/,250-549-4444,
Asparagus Community Theatre,https://www.asparagus-community-theatre.com/,250 546 9601,
Associated Environmental Consultants Inc.,https://contracts.opennwt.ca/,(250) 545-3672,
Associated Ready Mix,https://armconcrete.ca/contact/,250 546 3873,
Astra Electric,https://whitepagescanada.ca/contact/,250-938-2164,
At Ease Property Inspections,https://ateaseinspections.ca/contact,(250) 258-6186,
Atlantic Industries,https://www.ail.ca/contact/,250 546 9479,
Atlas Electrical Solutions,,250-308-8452,
Attridge Ski & Board,https://www.attridge.ca/,250-542-1515,
Aubin & Associates Notaries Public,https://aubinandassociates.com/contact/,2507655133,
Auger Plumbing and Heating,https://augerplumbingandheating.ca/contact,778-506-2793,
Aurora Aviation Group of Companies,https://aurora-aviation.aero/en/contact/,(236) 600-9500,
Aurora Massage Therapy,https://www.auroramassagetherapy.ca/,250-540-0733,
Auto Lake Country,,250-766-4200,
Autowear Accessories,,250 838 9400,
Avalon Event Rentals,https://www.eventective.com/,(250) 541-0945,
Avenue Pizza,,1-250-547-2007,
B E Gregersen Electrical Services,,250-503-7467,
B Y The Numbers Bookkeeping,http://www.btn2010.com/,250 546 8960,
B&C Barker Wealth Group,https://barkerwealth.ca/contact,(250) 545-5258,
B&D Gussman Contracting Ltd,https://staticwebfiles.milwaukee.gov/,250-558-3835,
Backus Services Ltd,https://backus.ca/contact/,250 309 0033,
Backyard Pleasures,,250-545-1836,
BADA Quality Bathroom Renovations Inc,https://www.badaqualityrenovations.com/,250-308-6230,
Baker Signs Ltd,,250-545-7204,
Baker's Complete Auto Repair,https://vernon-wi.ftsmithtowing.com/,250-503-1124,
Baking Time,,778 932 0303,
Balance Natural Health Clinic,https://balancenaturalhealthclinic.ca/contact,250-545-0103,
Balancing Act Bookeeping,,2505450750,
Bamboo Beach Fusion Grill,https://restaurantguru.com/contactus,(250) 542-7701,
Bamko,https://bamko.net/,(250) 558-1434,
Bank of Montreal BMO,,(250) 549-4000,
Bank of Nova Scotia,https://www.scotiabank.com/contactus,(250) 260-5500,
Banner Recreation & Marine,,(250) 542-0418,
Bannister GM - Vernon,https://www.bannistergmvernon.com/contact/,(250) 545-0606,
Bannister Honda,https://www.bannisterhonda.com/contact/,(250) 545-0531,
Barapp Law Firm BC,,236-600-2353,
Bargain Bin,,250 546 8813,
Barkley Boarding Kennels,,250-766-1226,
Barkman Dental Studio,,250-558-5005,
Barnes Nissan,https://www.vernonnissan.com/contact/,250-542-0371,
Basc Equine Training,,778-214-6879,
Base Camp Chiropractic and Sports Rehab,https://www.basecampclinic.com/contact,(250) 307-7819,
Bassani Tech,https://www.bassanitech.com/contact/,(204) 748-8857,
Battmasters,https://www.battmasters.ca/,(604) 996 2934,
Baughen Gordon,,250-766-2929,
BBDB's Becky's Backdoor Beans,https://www.avito.ru/,7788403478,
Bc Cargo Trailers,https://www.bccargotrailers.com/contact/,250 546 6999,
Bc Dairy Association,https://bcdairy.ca/contact/,1 800 242 6455,
Bc Fitness Repairs,,250-859-6829,
BC Hydro,https://www.bchydro.com/contact.html,(250) 549-8531,
Bc Liquor Store,https://www.bcliquorstores.com/contact,250 546 9476,
BC Prosthetics and Orthotics,https://www.bcpo.ca/contact-us,2508683394,
Bc Small Wetlands Association,,250 546 5021,
BCAA,https://www.bcaa.com/contact-us,+1-250-550-2400,
BD Janitorial Ltd.,,(250) 351-0760,
BDM Motorsports,https://www.vernonpolaris.com/en/,(250) 549-3730,
Bdo Canada Llp,https://www.bdo.ca/contact,250 545 2136,
Beach Life Boards,,778-806-9480,
Beacon Electric,,778 212 8223,
Bean Scene Coffee House,https://beanvernon.ca/home,(250) 558-1817,
Beat Patisserie,https://www.beatpatisserie.ca/,778-480-2944,
Beauty Addiction,https://www.theravive.com/contact,250-681-0206,
Beauty Ethics Laser & Esthetics,,778-480-0123,
Beavertails Kelowna,,250-801-2540,
Bee Healthy Eat Your Honey,,250-766-1335,
Bemer,https://liz-nenasheff.bemergroup.com/en_ca/human-line/home/,250 938 5085,
Ben Leboe Office,,250-766-3507,
Ben Moss Jewellers,https://www.benmoss.com/,778-475-0180,
Ben's little Farm,https://donorayfarmadventure.com/contact,(778) 214-8282,
Benefitwest Consulting Group,https://benefitwest.ca/contact/,(250) 558-5450,
Berkshire Insurance Services,,250-549-3022,
Bertranm Steve Valu Plus 3 Percent Real Estate Inc,,250-306-7575,
Best in Show on the Go Dog Grooming,https://www.bestinshowonthego.ca/,(250) 718-5137,
Best Western Pacific Inn and Suites,https://ca.trip.com/?locale=en-ca,(250) 558-1800,
Best Western Premier Vernon,,(250) 558-5000,
Better Than Ever,,250-549-4556,
Bevs Hair Salon,https://ohairasthesalon.com/contact-us,250-317-5014,
Beyond Beauty Medi Spa,https://beyondbeautymed.com/contact/,(250) 260-1500,
Beyond Belief Escape Rooms,https://beyondbelief.ca/contact-us/,(888) 944-9565,
Beyond Walls Painting,http://beyondwallspainting.ca/,778-363-2007,
BGCO,https://www.bgco.ca/contact-us/,(250) 542-3121,
Bhandal Jitender Dr,,250-766-6699,
Big Country Ironworks,,250-469-2823,
Big O Tires and Services Centres,,250-549-5058,
Big Sun Beachwear,https://bigsun.ca/,250-545-9313,
Bigfoot Industries,https://bigfootrv.com/contact,250 546 2155,
BigSteelBox,,(250) 260-6505,
Bilco Construction Ltd,https://www.construction.ca,250-549-7590,
Bill Hubbard - Commercial Real Estate Specialist,https://bhcrelaw.com/contact/,250-550-4221,
BioHarmony Inc.,https://www.bioharmony.ca/contact,(250) 558-7973,
Birch Hill Studio,https://birchhillstudio.com/,250-541-7557,
Bishop's Renovations & New Construction,,778-242-0941,
Black Cat Crossing Farm,https://www.blackcatcrossing.ca/contact-us,250 878 3936,
Black Press Vernon Division,https://blackpressmedia.com/contact/,250-542-3558,
Blackbird Electric,,250-938-4147,
Blacktop Maintenance Ltd.,https://www.blacktopmaintenance.ca/contact-us/,(778) 823-3259,
Blaine Rhymer,https://www.lakecountrychamber.com/contact,+672-969-5670,
Blakely & Co,,1-888-838-9982,
Blanca's Hairstyling,,(250) 308-1037,
Blast from the Past Antiques,https://www.blastfromthepastantiques.ca/,(250) 549-2929,
Blenz Coffee,,(250) 545-9599,
Bliss Pilates,,250-306-7474,
Bloom Flower Festivals,,604 217 5726,
Blossom Progressive Montessori Preschool And Chi ldcare,https://childcarecenter.us/contact,250-808-4769,
Blue House Creations & Events,https://www.eventbrite.com/organizer/contact-sales/,(250) 542-5983,
Blue Moon Enterprises,,250-547-8768,
Blue Mountain Nursery,,250 546 8181,
Blue Ox Pub,https://www.go2hr.ca/wp-content/uploads/2023/12/contact.svg,604-633-9787,
Blue Valley Aquatic Landscapes,https://bluevalley.ca/contact-us,250-545-6666,
Bluebird Sport and Spine,https://bluebirdsportandspine.ca/contact/,(250) 545-7545,
Bluenotes,https://blnts.com/pages/support,250-260-1143,
BMJ Holdings,,250-558-8789,
BMO Bank of Montreal,https://branches.bmo.com,250-838-6421,
BMS Electric,,250-253-3664,
Bob the Painter,,250-306-5101,
Bobbi-Jo Gordon,,(250) 540-5586,
Bobbipinz Hair Studio,https://www.bobbiepinz.com/,778-220-7997,
Bobcat of Vernon,,(778) 475-5551,
Body Vital Massage Therapy,https://www.bodyvitalmassagetherapy.com/,250-558-6212,
Bombshells Tanning & Esthetics,,250-540-8555,
Bonita Beauty & Wellness,,6047205220,
Bonneau Construction,,250-540-8506,
Bonnie's Cleaning,,250-542-4320,
Booster Juice,,(236) 426-4459,
Bos Plumbing & Heating,https://shopvernon.com/contact/,250-558-0606,
Bosash Contracting,https://www.eriksrenos.ca/,1-250-938-3911,
Boston Pizza,https://bostonpizza.com/en/contact-us.html,(250) 558-0669,
Bot Construction Ltd,https://www.botconstruction.ca/contact/,250-859-2302,
Bounce Hair Lounge,,778-480-3551,
Bounce Hire Inflatables,https://www.just4funwk.ca/,2508637858,
Bourbon Street Bar and Grill,https://www.prestigehotelsandresorts.com/contact/,778-475-7224,
Bowden Mortgage Services,https://mortgagebrokersandagents.com/contact/,250-260-1136,
Brabyn Business Solutions,https://tsutsweye.ca/contact-us/,250 833 6008,
Bradley Jay Friesen Barristor & Solicitor,https://www.juliabradleylawyer.ca/contact,250-549-7067,
Branded Custom Woodworks Ltd,https://brandedcustomwoodworks.ca/,250 306 7704,
Brandi's Cleaning,https://www.localmaid.ca/,250-503-6452,
Brentwell Construction,https://brentwellconstruction.com/contact/,250-558-9690,
Bresciani Window Covering Ltd,https://winaero.com/,250-542-7896,
Brian Rogers Personal Real Estate Corporation -Realtor,,250-308-4255,
Bright Beginnings Daycare,https://ca.top10place.com/,250-550-6340,
Bringing Balance Massage,https://balancenaturalhealthclinic.janeapp.com/,250-309-7123,
Bronco Roofing,https://broncoroofing.ca/contact,250-540-8130,
Brown International Services,,250 546 6518,
Browns Socialhouse,https://www.brownssocialhouse.com/villagegreen,778-475-1968,
Browns Transport Inc,,(250) 542-4254,
Budget Blinds,,(250) 275-2735,
